Keys,"Українська [ua-UA]"
GUI_MP_SEND_INVITE,"Запросити гравця"
GUI_MULTIPLAYER,"Мультиплеєр"
GUI_MULTIPLAYER_CONNECTING,"Підключення..."
GUI_MULTIPLAYER_CONNECTING_CancelingConnection,"Скасування сеансу."
GUI_MULTIPLAYER_CONNECTING_Connecting,"Встановлюємо з'єднання."
GUI_MULTIPLAYER_CONNECTING_DownloadingNewSave,"Завантажуємо нове збереження"
GUI_MULTIPLAYER_CONNECTING_DownloadingRuleset,"Завантажуємо модифікований набір правил"
GUI_MULTIPLAYER_CONNECTING_None,""
GUI_MULTIPLAYER_CONNECTING_SavePointReached,"Група досягла точки збереження."
GUI_MULTIPLAYER_CONNECTING_SearchingForSession,"У пошуках сеансу."
GUI_MULTIPLAYER_CONNECTING_SessionFound,"Сеанс знайдено!"
GUI_MULTIPLAYER_CONNECTING_StartingClient,"Запускаємо клієнт."
GUI_MULTIPLAYER_CONNECTING_WaitUntilSavePoint,"Очікування, поки група досягне наступної точки збереження в Сценарії."
GUI_MULTIPLAYER_CONNECTION_FAILED,"Підключення не вдалося"
GUI_MULTIPLAYER_CONNECTION_FAILED_ConnectionToBackendFailed,"Помилка підключення до бекенда"
GUI_MULTIPLAYER_CONNECTION_FAILED_ConnectionToSessionFailed,"Час з'єднання закінчився"
GUI_MULTIPLAYER_CONNECTION_FAILED_DLCDoNotMatch,"DLC Не збігаються"
GUI_MULTIPLAYER_CONNECTION_FAILED_DifferentBuildType,"Різний тип збірки"
GUI_MULTIPLAYER_CONNECTION_FAILED_DifferentVersion,"Інша версія"
GUI_MULTIPLAYER_CONNECTION_FAILED_HostEndedSession,"Ведучий закрив сесію"
GUI_MULTIPLAYER_CONNECTION_FAILED_IncorrectPassword,"Неправильний пароль"
GUI_MULTIPLAYER_CONNECTION_FAILED_InvalidCode,"Недійсний код"
GUI_MULTIPLAYER_CONNECTION_FAILED_InvalidFilePath,"Неправильний шлях до файлу"
GUI_MULTIPLAYER_CONNECTION_FAILED_InvalidGameMode,"Неправильний ігровий режим"
GUI_MULTIPLAYER_CONNECTION_FAILED_InvalidSessionData,"Неправильні дані сеансу"
GUI_MULTIPLAYER_CONNECTION_FAILED_InvalidUserData,"Неправильні дані користувача"
GUI_MULTIPLAYER_CONNECTION_FAILED_ModsDoNotMatch,"Моди не збігаються"
GUI_MULTIPLAYER_CONNECTION_FAILED_None,"Невідома помилка"
GUI_MULTIPLAYER_CONNECTION_FAILED_SessionFull,"Сесія повна"
GUI_MULTIPLAYER_CONNECTION_FAILED_SessionNotFound,"Сеанс не знайдено"
GUI_MULTIPLAYER_CONNECTION_FAILED_SessionShuttingDown,"Сесію перервано"
GUI_MULTIPLAYER_CONNECTION_FAILED_UserBlocked,"Користувач заблокований"
GUI_MULTIPLAYER_DISABLED_ASSIGN_PLAYER,"Ця опція недоступна поки клієнт створює нового найманця"
GUI_MULTIPLAYER_DISCONNECTED,"Відключений"
GUI_MULTIPLAYER_DISCONNECTED_Desynchronization,"Виявлено розсинхронізацію"
GUI_MULTIPLAYER_DISCONNECTED_HostEndedSession,"Ведучий закінчив сеанс"
GUI_MULTIPLAYER_DISCONNECTED_None,"Невідома причина"
GUI_MULTIPLAYER_END_SESSION,"Кінець сеансу"
GUI_MULTIPLAYER_ENTER_INVITE_CODE,"Введіть код запрошення"
GUI_MULTIPLAYER_GAME_PAUSED,"Ведучий змінює налаштування, гра на паузі"
GUI_MULTIPLAYER_GENERATE_INVITE_CODE,"Створення нового запрошення"
GUI_MULTIPLAYER_HERO_SLOT,"Найманець {0}"
GUI_MULTIPLAYER_HOST,"Ведучий"
GUI_MULTIPLAYER_HOST_DISCONNECTED_CONFIRMATION,"Зв'язок із <color=#FFFFAA00>{0}</color> було втрачено.<br>Спільна ігрова сесія завершилася."
GUI_MULTIPLAYER_HOST_DISCONNECTED_CONFIRMATION_TITLE,"Ведучий відключився!"
GUI_MULTIPLAYER_INVITE_ACCEPTED,"Запрошення прийнято!"
GUI_MULTIPLAYER_INVITE_CODE,"Код запрошення"
GUI_MULTIPLAYER_JOIN,"Приєднатися до сесії"
GUI_MULTIPLAYER_JOINING_SESSION,"Завантаження сцени..."
GUI_MULTIPLAYER_JOIN_SESSION_DESCR,"Ви можете <color=#F1DBAE> приєднатися до гри </color> і отримати контроль над одним або кількома найманцями з гри ведучого.<br>Для цього ви повинні <color=#F1DBAE> спочатку отримати код запрошення</color> від ведучого. Щойно у вас буде цей код, ви маєте ввести його в поле нижче та надіслати, щоб почати грати з друзями!"
GUI_MULTIPLAYER_JOIN_SESSION_TITLE,"Приєднатися до сесії:"
GUI_MULTIPLAYER_JOIN_SESSION_TITLE_V2,"Грати з друзями"
GUI_MULTIPLAYER_LOCKED_PARTY_NOT_HQ_TOOLTIP,"Мультиплеєр закритий до вашого повернення в Похмуру Гавань або до входу в сценарій"
GUI_MULTIPLAYER_LOCKED_TOOLTIP,"Мультиплеєр розблокується після завершення повного навчання."
GUI_MULTIPLAYER_MY_TURN,"Ваш <color=#F1DBAE>Хід</color>"
GUI_MULTIPLAYER_PARTY,"Ролі"
GUI_MULTIPLAYER_PLAYER_TURN,"<color=#F1DBAE>ходить</color> {0}"
GUI_MULTIPLAYER_READYING,"Підготовка..."
GUI_MULTIPLAYER_REMOVE_USER,"Видалити користувача"
GUI_MULTIPLAYER_START_SESSION,"Стати ведучим"
GUI_MULTIPLAYER_UNREADYING,"Зняття готовності..."
GUI_MULTIPLAYER_VIEW_PLAYER_DECK,"<color=#F1DBAE>огляд</color> <color=#F1DBAE>колоди здібностей</color> {0}"
GUI_MULTIPLAYER_WAITING_PLAYERS_REWARD,"Очікуємо гравців для повернення на карту Миру..."
GUI_MULTIPLAYER_WARNING_TEXT_WaitingForCharAssignment,"Чекаємо, коли всі гравці виберуть найманців"
GUI_MULTIPLAYER_WARNING_TEXT_WaitingForConnectingPlayersToJoin,"Наразі в гру вступають нові гравці. Зупинка прогресу доти, доки всі не приєднаються."
GUI_MULTIPLAYER_WARNING_TEXT_WaitingForMorePlayers,"Запросіть іншого гравця для продовження багатокористувацької гри або переключіться назад на соло-гру в меню гравця."
GUI_MULTIPLAYER_WARNING_TEXT_WaitingForMyCharAssignment,"Чекаємо, поки Ведучий призначить мені персонажа"
GUI_MULTIPLAYER_WARNING_TITLE_PROGRESSION_DISABLED,"Прогрес вимкнено"
GUI_NEGATIVE_CONDITIONS,"Негативні стани"
GUI_NEUTRAL,"Нейтральний"
GUI_NEW_ADVENTURE,"Нова пригода"
GUI_NEW_CAMPAIGN,"Нова кампанія"
GUI_NEW_CARD_NOTIFICATION,"Були додані нові карти здібностей, які знаходяться нижче вашого поточного рівня. З цієї причини ми даємо вам шанс <color=#CEAD5A>скинути свою колоду здібностей безкоштовно< / color> і спробувати деякі здібності, які ви, можливо, пропустили!"
GUI_NEW_CARD_NOTIFICATION_TITLE,"Нові карти було додано!"
GUI_NEW_CHARACTER,"Новий найманець"
GUI_NEW_QUEST_LOCATION_TITLE,"Місце нового завдання!"
GUI_NEW_RULESET,"Новий набір правил:"
GUI_NOTIFICATION_ASSIGN_ALL_MY_SLOTS,"Усі порожні слоти мають бути призначені за Ведучим перед початком пригод"
GUI_NOTIFICATION_CITY_EVENT_SELECTED,"{0} обрав Міську подію!"
GUI_NOTIFICATION_GENERATE_INVITE_CODE,"<color=#92BF6E>згенеровано інвайт-код!</color><br>Скопіюйте код запрошення та надішліть його друзям, щоб вони могли приєднатися до групи."
GUI_NOTIFICATION_MULTIPLAYER_STARTED,"<color=#92BF6E>ви почали сесію в Мультіплеєрі!</color>.<br>Запросіть друзів у вашу групу, щоб продовжити грати."
GUI_NOTIFICATION_PLAYER_DISCONNECTED,"<color=#EACF8C>{0} відключився! </color>.<br>Закінчіть сесію і продовжите грати в соло-режимі."
GUI_NOTIFICATION_PLAYER_DISCONNECTED_END_SESSION,"<color=#C53F3FFF>{0} відключився! </color><br>Закінчіть сесію, щоб грати в режимі одного гравця"
GUI_NOTIFICATION_PLAYER_JOINED,"<color=#92BF6E>{0} приєднався до групи!</color>"
GUI_NOTIFICATION_PLAYER_WON_CONTROL,"<color=#92BF6E>{1} під контролем у {0} !</color>"
GUI_NOTIFICATION_QUEST_SELECTED,"{0} вибрав завдання!"
GUI_NOTIFICATION_QUEST_SELECTED_TITLE,"До зброї!"
GUI_NOTIFICATION_SHARE_INVITE_CODE,"<color=#40B262>код запрошення скопіюй буфер обміну!</color>.<br>Поділіться кодом запрошення з друзями, щоб вони могли приєднатися до групи."
GUI_NOTIFICATION_TOWN_RECORDS_SELECTED,"<color=#EACF8C>ведучий</color> {0} хоче відвідати Міські архіви!"
GUI_NOTIFICATION_WAITING_PLAYERS_JOIN,"<color=#92BF6E>чакуємо, коли гравці приєднаються!</color>.<br>Якщо жоден гравець не приєднається, завершіть сеанс, щоб продовжити гру в соло-режимі."
GUI_NOTIFICATION_WAITING_PLAYERS_JOINING,"Зараз до гри підключаються нові гравці."
GUI_NO_MODS_MESSAGE,"Ви створили свій новий набір правил!<br><color=#f3ddab> Відвідайте Workshop</color>, клацнувши по посиланню нижче, і почніть додавати Моди до вашого набору правил!"
GUI_OBJECTIVE_ACTIVATE_PRESSUREPLATE_X_LOSE,"Поразка, якщо займете {0} натискних плит"
GUI_OBJECTIVE_ACTIVATE_PRESSUREPLATE_X_WIN,"Зайняти {0} натискних плит для перемоги"
GUI_OBJECTIVE_ACTIVATE_X_SPAWNERS_LOSE,"Поразка, якщо активовані {0} спавнерів"
GUI_OBJECTIVE_ACTIVATE_X_SPAWNERS_WIN,"Активувати {0} спавнерів для перемоги"
GUI_OBJECTIVE_DEACTIVATE_X_SPAWNERS_LOSE,"Поразка, якщо деактивовано {0} спавнерів"
GUI_OBJECTIVE_DEACTIVATE_X_SPAWNERS_WIN,"Деактивувати {0} спавнерів для перемоги"
GUI_OBJECTIVE_DEAL_X_DAMAGE_LOSE,"Поразка, якщо завдано {0} шкоди"
GUI_OBJECTIVE_DEAL_X_DAMAGE_LOSE_FILTERED,"Поразка, якщо завдано {0} шкоди по {1}"
GUI_OBJECTIVE_DEAL_X_DAMAGE_WIN,"Завдати {0} шкоди для перемоги"
GUI_OBJECTIVE_DEAL_X_DAMAGE_WIN_FILTERED,"Завдати {0} шкоди по {1} для перемоги"
GUI_OBJECTIVE_FILTER_ACTOR_ENEMY,"Вороги"
GUI_OBJECTIVE_FILTER_ACTOR_PLAYER,"Найманці"
GUI_OBJECTIVE_FILTER_ACTOR_SUMMON,"Союзники"
GUI_OBJECTIVE_KILL_BOSSES_LOSE,"Поразка, якщо всі боси загинули"
GUI_OBJECTIVE_KILL_BOSSES_WIN,"Убити всіх босів"
GUI_OBJECTIVE_KILL_ENEMY_LOSE,"Поразка, якщо всі вороги загинули"
GUI_OBJECTIVE_KILL_ENEMY_WIN,"Убити всіх ворогів у всіх кімнатах"
GUI_OBJECTIVE_KILL_X_LOSE,"Поразка, якщо {0} ворогів загинуло"
GUI_OBJECTIVE_KILL_X_LOSE_FILTERED,"Поразка, якщо {0} {1} загинули"
GUI_OBJECTIVE_KILL_X_WIN,"Убити {0} ворогів для перемоги"
GUI_OBJECTIVE_KILL_X_WIN_FILTERED,"Убити {0} {1} для перемоги"
GUI_OBJECTIVE_LOOT_X_LOSE,"Поразка, якщо зберете ЗДОБИЧ із {0}"
GUI_OBJECTIVE_LOOT_X_LOSE_FILTERED,"Поразка під час збирання здобичі з {0} {1}"
